path,guid,width,height,spriteBorder,prefab_count,colors,prefabs
Assets/BizzaWZ/Common/BizzaGame/Z_ReplaceAssets/UI_Frame/Common/Common_Frame.png,0240691a744b95549861699fd0c2e088,1000,1074,"{x: 224, y: 170, z: 196, w: 164}",15,"{""{r: 1, g: 1, b: 1, a: 1}"": 15}","Assets/BizzaWZ/Common/BizzaGame/LosePanel/LosePanel.prefab
Assets/BizzaWZ/Common/UI/SettingPanel/PausePanel.prefab
Assets/BizzaWZ/Final/FunctionTools/CommonPublic/UI/CommonConfirmTipsPanel.prefab
Assets/BizzaWZ/Final/MenuSystem/Common/Task/UIDailyTaskPage.prefab
Assets/BizzaWZ/Final/Real/UI/AddPropPanel/AddPropPanel.prefab
Assets/BizzaWZ/Final/Real/UI/DailyMissionPanel/DailyMissionPanel.prefab
Assets/BizzaWZ/Final/Real/UI/DailyWithdrawPanel/DailyWithdrawPanel.prefab
Assets/BizzaWZ/Final/Real/UI/ExchangeRatePanel/ExchangeRatePanel.prefab
Assets/BizzaWZ/Final/Real/UI/FAQPanel/FAQPanel.prefab
Assets/BizzaWZ/Final/Real/UI/FakeWithdrawPanel/FakeWithdrawPanel.prefab
Assets/BizzaWZ/Final/Real/UI/NewbieGiftPage/NewbieGiftPage.prefab
Assets/BizzaWZ/Final/Real/UI/RealWithdrawalPanl/RealWithdrawPanel.prefab
Assets/BizzaWZ/Final/Real/UI/StarRatingPopup/StarRatingPopup.prefab
Assets/BizzaWZ/Final/Real/UI/WithdrawDanPanel/WithdrawDanPanel.prefab
Assets/BizzaWZ/Final/Real/UI/WithdrawHistory/WithdrawHistory.prefab"
Assets/BizzaWZ/Common/BizzaGame/Z_ReplaceAssets/UI_Frame/Common/Btn_Normael.png,05b69e6fdd0075148a8428f2608ccfa2,336,139,"{x: 0, y: 0, z: 0, w: 0}",12,"{""{r: 1, g: 1, b: 1, a: 1}"": 14}","Assets/BizzaWZ/Common/BizzaGame/LosePanel/LosePanel.prefab
Assets/BizzaWZ/Final/Real/UI/AddPropPanel/AddPropPanel.prefab
Assets/BizzaWZ/Final/Real/UI/DailyMissionPanel/DailyMissionPanel.prefab
Assets/BizzaWZ/Final/Real/UI/ExchangeRatePanel/ExchangeRatePanel.prefab
Assets/BizzaWZ/Final/Real/UI/FakeWithdrawPanel/FakeWithdrawPanel.prefab
Assets/BizzaWZ/Final/Real/UI/RealWithdrawalPanl/RealWithdrawPanel.prefab
Assets/BizzaWZ/Final/Real/UI/StarRatingPopup/StarRatingPopup.prefab
Assets/BizzaWZ/Final/Real/UI/UIWithdrawalConfirmPanel/UIWithdrawalConfirmPanel.prefab
Assets/BizzaWZ/Final/Real/UI/UIWithdrawalPendingPanel/UIWithdrawalPendingPanel.prefab
Assets/BizzaWZ/Final/Real/UI/WithdrawDanPanel/WithdrawDanItem.prefab
Assets/BizzaWZ/Final/Real/UI/WithdrawDanPanel/WithdrawDanPanel.prefab
Assets/BizzaWZ/Final/Real/UI/WithdrawFillPanel/WithdrawFillPanel.prefab"
Assets/BizzaWZ/Common/BizzaGame/Z_ReplaceAssets/UI_Frame/Common/Common_Title.png,9dded7b60f156344ea9fcf1c64945d7c,1011,237,"{x: 0, y: 0, z: 0, w: 0}",12,"{""{r: 1, g: 1, b: 1, a: 1}"": 5}","Assets/BizzaWZ/Common/BizzaGame/LosePanel/LosePanel.prefab
Assets/BizzaWZ/Common/UI/SettingPanel/PausePanel.prefab
Assets/BizzaWZ/Final/MenuSystem/Common/Task/UIDailyTaskPage.prefab
Assets/BizzaWZ/Final/Real/UI/AddPropPanel/AddPropPanel.prefab
Assets/BizzaWZ/Final/Real/UI/DailyMissionPanel/DailyMissionPanel.prefab
Assets/BizzaWZ/Final/Real/UI/DailyWithdrawPanel/DailyWithdrawPanel.prefab
Assets/BizzaWZ/Final/Real/UI/ExchangeRatePanel/ExchangeRatePanel.prefab
Assets/BizzaWZ/Final/Real/UI/FAQPanel/FAQPanel.prefab
Assets/BizzaWZ/Final/Real/UI/GetRewardPanel/GetRewardPanel.prefab
Assets/BizzaWZ/Final/Real/UI/NewbieGiftPage/NewbieGiftPage.prefab
Assets/BizzaWZ/Final/Real/UI/RealWithdrawalPanl/RealWithdrawPanel.prefab
Assets/BizzaWZ/Final/Real/UI/WithdrawHistory/WithdrawHistory.prefab"
Assets/BizzaWZ/Common/BizzaGame/Z_ReplaceAssets/UI_Frame/Common/bg_InPanel.png,8428b216e4535e641a006c4f98bd0792,785,333,"{x: 392.5, y: 166.5, z: 392.5, w: 166.5}",9,"{""{r: 1, g: 1, b: 1, a: 1}"": 9, ""{r: 1, g: 1, b: 1, a: 0.98039216}"": 1}","Assets/BizzaWZ/Common/UI/SettingPanel/PausePanel.prefab
Assets/BizzaWZ/Final/Framework/Runtime/Module/Teach/UITeach/UITeachTipsPage.prefab
Assets/BizzaWZ/Final/Real/UI/AddPropPanel/AddPropPanel.prefab
Assets/BizzaWZ/Final/Real/UI/DailyMissionPanel/DailyMissionPanel.prefab
Assets/BizzaWZ/Final/Real/UI/ExchangeRatePanel/ExchangeRatePanel.prefab
Assets/BizzaWZ/Final/Real/UI/FakeWithdrawPanel/FakeWithdrawPanel.prefab
Assets/BizzaWZ/Final/Real/UI/RealWithdrawalPanl/RealWithdrawPanel.prefab
Assets/BizzaWZ/Final/Real/UI/StarRatingPopup/StarRatingPopup.prefab
Assets/BizzaWZ/Final/Real/UI/WithdrawDanPanel/WithdrawDanPanel.prefab"
Assets/BizzaWZ/Common/BizzaGame/Z_ReplaceAssets/UI_Frame/Common/Btn_Close.png,98e1d0aa4c8f2f146a6d40edbf6d0fbe,60,60,"{x: 0, y: 0, z: 0, w: 0}",8,"{""{r: 1, g: 1, b: 1, a: 1}"": 8}","Assets/BizzaWZ/Common/UI/SettingPanel/PausePanel.prefab
Assets/BizzaWZ/Final/MenuSystem/Common/Task/UIDailyTaskPage.prefab
Assets/BizzaWZ/Final/Real/UI/AddPropPanel/AddPropPanel.prefab
Assets/BizzaWZ/Final/Real/UI/DailyMissionPanel/DailyMissionPanel.prefab
Assets/BizzaWZ/Final/Real/UI/DailyWithdrawPanel/DailyWithdrawPanel.prefab
Assets/BizzaWZ/Final/Real/UI/ExchangeRatePanel/ExchangeRatePanel.prefab
Assets/BizzaWZ/Final/Real/UI/FAQPanel/FAQPanel.prefab
Assets/BizzaWZ/Final/Real/UI/WithdrawHistory/WithdrawHistory.prefab"
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/Common/Btn_CanWithdraw.png,a73c19b904db65e4d903c3269883fda4,336,139,"{x: 0, y: 0, z: 0, w: 0}",6,"{""{r: 1, g: 1, b: 1, a: 1}"": 5}","Assets/BizzaWZ/Common/BizzaGame/LosePanel/LosePanel.prefab
Assets/BizzaWZ/Final/Real/UI/DailyMissionPanel/DailyMissionPanel.prefab
Assets/BizzaWZ/Final/Real/UI/DailyWithdrawPanel/DailyWithdrawPanel.prefab
Assets/BizzaWZ/Final/Real/UI/NewbieGiftPage/NewbieGiftPage.prefab
Assets/BizzaWZ/Final/Real/UI/RealWithdrawalPanl/RealWithdrawPanel.prefab
Assets/BizzaWZ/Final/Real/UI/WithdrawDanPanel/WithdrawDanItem.prefab"
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/Common/Icon_AD.png,ca0ef569827dbf5419e6308cdcbc1517,87,89,"{x: 0, y: 0, z: 0, w: 0}",5,"{""{r: 1, g: 1, b: 1, a: 1}"": 5}","Assets/BizzaWZ/Common/BizzaGame/LosePanel/LosePanel.prefab
Assets/BizzaWZ/Final/Real/UI/AddPropPanel/AddPropPanel.prefab
Assets/BizzaWZ/Final/Real/UI/DailyMissionPanel/DailyMissionPanel.prefab
Assets/BizzaWZ/Final/Real/UI/GetRewardPanel/GetRewardPanel.prefab
Assets/BizzaWZ/Final/Real/UI/SlotsPanel/BingoAsset/Assets/UiPrefab/SlotMachineGroup.prefab"
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/RealWithdrawPanel/Icon_Back.png,c67b1e0028bea574fa4b4a90c5e761f8,104,104,"{x: 0, y: 0, z: 0, w: 0}",5,"{""{r: 1, g: 1, b: 1, a: 1}"": 5}","Assets/BizzaWZ/Final/Real/UI/FakeWithdrawPanel/FakeWithdrawPanel.prefab
Assets/BizzaWZ/Final/Real/UI/RealWithdrawalPanl/RealWithdrawPanel.prefab
Assets/BizzaWZ/Final/Real/UI/ServicePanel/ServicePanel.prefab
Assets/BizzaWZ/Final/Real/UI/SlotsPanel/SlotPanel/SlotPanel.prefab
Assets/BizzaWZ/Final/Real/UI/WithdrawDanPanel/WithdrawDanPanel.prefab"
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/RealWithdrawPanel/Icon_ChannelSelected.png,ca905ac5b83284545a0cc835a6cc6efc,94,90,"{x: 0, y: 0, z: 0, w: 0}",5,"{""{r: 1, g: 1, b: 1, a: 1}"": 5}","Assets/BizzaWZ/Final/Real/UI/FakeWithdrawPanel/WithdrawAmountItem.prefab
Assets/BizzaWZ/Final/Real/UI/RealWithdrawalPanl/RealWithdrawPanel.prefab
Assets/BizzaWZ/Final/Real/UI/RealWithdrawalPanl/WithdrawLevelItem.prefab
Assets/BizzaWZ/Final/Real/UI/RealWithdrawalPanl/WithdrawWay.prefab
Assets/BizzaWZ/Final/Real/UI/WithdrawFillPanel/WithdrawFillPanel.prefab"
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/RealWithdrawPanel/Icon_FAQ.png,28bc6b4dc88d8234e8d7ca737df27c9d,104,104,"{x: 0, y: 0, z: 0, w: 0}",5,"{""{r: 1, g: 1, b: 1, a: 1}"": 5}","Assets/BizzaWZ/Final/Real/UI/FakeWithdrawPanel/FakeWithdrawPanel.prefab
Assets/BizzaWZ/Final/Real/UI/RealWithdrawalPanl/RealWithdrawPanel.prefab
Assets/BizzaWZ/Final/Real/UI/ServicePanel/ServicePanel.prefab
Assets/BizzaWZ/Final/Real/UI/SlotsPanel/SlotPanel/SlotPanel.prefab
Assets/BizzaWZ/Final/Real/UI/WithdrawDanPanel/WithdrawDanPanel.prefab"
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/RealWithdrawPanel/Icon_Historiy.png,44c2c729bd5685044965177bf881fe05,104,104,"{x: 0, y: 0, z: 0, w: 0}",4,"{""{r: 1, g: 1, b: 1, a: 1}"": 4}","Assets/BizzaWZ/Final/Real/UI/FakeWithdrawPanel/FakeWithdrawPanel.prefab
Assets/BizzaWZ/Final/Real/UI/RealWithdrawalPanl/RealWithdrawPanel.prefab
Assets/BizzaWZ/Final/Real/UI/ServicePanel/ServicePanel.prefab
Assets/BizzaWZ/Final/Real/UI/WithdrawDanPanel/WithdrawDanPanel.prefab"
Assets/BizzaWZ/Common/BizzaGame/Z_ReplaceAssets/UI_Frame/GamePanel/Bg_PropAddTip.png,1429c34e0589ee24590d0ee5137c5111,200,200,"{x: 0, y: 0, z: 0, w: 0}",3,"{""{r: 1, g: 1, b: 1, a: 1}"": 4}","Assets/BizzaWZ/Common/UI/GamePanel/UIPropEntry.prefab
Assets/BizzaWZ/Final/Real/UI/BadgeAndDaily/ItemForCountry.prefab
Assets/BizzaWZ/Final/Real/UI/GamePanel/Resources/Resources/GameUiWidget.prefab"
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/FakeWithdrawPanel/Bg_FakeWithdraw.png,6a0d9e8cd20308c49bca7cd398e9af80,900,169,"{x: 30, y: 28, z: 30, w: 28}",3,"{""{r: 1, g: 1, b: 1, a: 1}"": 3}","Assets/BizzaWZ/Final/Real/UI/FakeWithdrawPanel/WithdrawAmountItem.prefab
Assets/BizzaWZ/Final/Real/UI/RealWithdrawalPanl/WithdrawInfo.prefab
Assets/BizzaWZ/Final/Real/UI/WithdrawDanPanel/WithdrawDanItem.prefab"
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/RealWithdrawPanel/bg_RealWithdraw.png,c50b85181a7231e45a454d938e55dab5,1080,2340,"{x: 0, y: 0, z: 0, w: 0}",3,"{""{r: 1, g: 1, b: 1, a: 1}"": 3}","Assets/BizzaWZ/Final/Real/UI/FakeWithdrawPanel/FakeWithdrawPanel.prefab
Assets/BizzaWZ/Final/Real/UI/RealWithdrawalPanl/RealWithdrawPanel.prefab
Assets/BizzaWZ/Final/Real/UI/WithdrawDanPanel/WithdrawDanPanel.prefab"
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/RealWithdrawPanel/bg_top.png,b508f77ce7fa5784cbef12cf188442a0,1080,163,"{x: 0, y: 0, z: 0, w: 0}",3,"{""{r: 1, g: 1, b: 1, a: 1}"": 3}","Assets/BizzaWZ/Final/Real/UI/FakeWithdrawPanel/FakeWithdrawPanel.prefab
Assets/BizzaWZ/Final/Real/UI/RealWithdrawalPanl/RealWithdrawPanel.prefab
Assets/BizzaWZ/Final/Real/UI/WithdrawDanPanel/WithdrawDanPanel.prefab"
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/SlotPanel/SlotIcon/Icon_SlotElement1.png,e34b24831d150bf4bb6fbe6811001817,94,109,"{x: 0, y: 0, z: 0, w: 0}",3,"{""{r: 1, g: 1, b: 1, a: 1}"": 4}","Assets/BizzaWZ/Final/Real/UI/SlotsPanel/BingoAsset/Assets/UiPrefab/SlotMachineGroup.prefab
Assets/BizzaWZ/Final/Real/UI/SlotsPanel/SlotFQAPanel/SlotFQAPanel.prefab
Assets/BizzaWZ/Final/Real/UI/SlotsPanel/SlotPanel/SlotPanel.prefab"
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/SlotPanel/SlotIcon/Icon_SlotElement3.png,cbb7ab6fa8571b14a87b99809f76d417,97,100,"{x: 0, y: 0, z: 0, w: 0}",3,"{""{r: 1, g: 1, b: 1, a: 1}"": 4}","Assets/BizzaWZ/Final/Real/UI/SlotsPanel/BingoAsset/Assets/UiPrefab/SlotMachineGroup.prefab
Assets/BizzaWZ/Final/Real/UI/SlotsPanel/SlotFQAPanel/SlotFQAPanel.prefab
Assets/BizzaWZ/Final/Real/UI/SlotsPanel/SlotPanel/SlotPanel.prefab"
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/Withdrawal/Bg_WithdrawFill.png,b97f03bec8fd55a43b8eaac350c0549a,818,1228,"{x: 146, y: 153, z: 138, w: 247}",3,"{""{r: 1, g: 1, b: 1, a: 1}"": 3}","Assets/BizzaWZ/Final/Real/UI/UIWithdrawalConfirmPanel/UIWithdrawalConfirmPanel.prefab
Assets/BizzaWZ/Final/Real/UI/UIWithdrawalPendingPanel/UIWithdrawalPendingPanel.prefab
Assets/BizzaWZ/Final/Real/UI/WithdrawFillPanel/WithdrawFillPanel.prefab"
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/Withdrawal/Icon_CloseFillPanel.png,d1061154707a9994bbdf7622aa683bb8,89,89,"{x: 0, y: 0, z: 0, w: 0}",3,"{""{r: 1, g: 1, b: 1, a: 1}"": 3}","Assets/BizzaWZ/Final/Real/UI/UIWithdrawalConfirmPanel/UIWithdrawalConfirmPanel.prefab
Assets/BizzaWZ/Final/Real/UI/UIWithdrawalPendingPanel/UIWithdrawalPendingPanel.prefab
Assets/BizzaWZ/Final/Real/UI/WithdrawFillPanel/WithdrawFillPanel.prefab"
Assets/BizzaWZ/Common/BizzaGame/Z_ReplaceAssets/UI_Frame/Common/Btn_Green.png,4d499201a6cd89c40ab7b6f1ddd31024,414,172,"{x: 207, y: 85, z: 207, w: 87}",2,"{""{r: 1, g: 1, b: 1, a: 1}"": 2}","Assets/BizzaWZ/Final/FunctionTools/CommonPublic/UI/CommonConfirmTipsPanel.prefab
Assets/BizzaWZ/Final/Real/UI/GetRewardPanel/GetRewardPanel.prefab"
Assets/BizzaWZ/Common/BizzaGame/Z_ReplaceAssets/UI_Frame/Common/bg_HintReward.png,849b2b4e90864534185e5ad046f3365c,215,169,"{x: 0, y: 0, z: 0, w: 0}",2,"{""{r: 1, g: 1, b: 1, a: 1}"": 2}","Assets/BizzaWZ/Final/Real/UI/AddPropPanel/AddPropPanel.prefab
Assets/BizzaWZ/Final/Real/UI/RealWithdrawalPanl/BonusRate.prefab"
Assets/BizzaWZ/Common/BizzaGame/Z_ReplaceAssets/UI_Frame/GamePanel/Bg_DanEnter.png,7b88d064bb1076748b63a461ea86ca31,177,48,"{x: 88, y: 24, z: 89, w: 24}",2,"{""{r: 1, g: 1, b: 1, a: 1}"": 2}","Assets/BizzaWZ/Final/Real/UI/BadgeAndDaily/ItemForCountry.prefab
Assets/BizzaWZ/Final/Real/UI/GamePanel/Resources/Resources/GameUiWidget.prefab"
Assets/BizzaWZ/Common/BizzaGame/Z_ReplaceAssets/UI_Frame/Loading/Bg_LoadingFill.png,cef33172f4ed4264d95e4febe8939ed5,852,51,"{x: 18, y: 0, z: 18, w: 0}",2,"{""{r: 1, g: 1, b: 1, a: 1}"": 2}","Assets/BizzaWZ/Common/MenuSystem/Common/LoadingPanel/LoadingPanel.prefab
Assets/BizzaWZ/Final/Real/UI/WithdrawDanPanel/WithdrawDanItem.prefab"
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/Common/Btn_Claimed.png,60f1633aec50f3b4292c5a538b89344c,336,139,"{x: 0, y: 0, z: 0, w: 0}",2,"{""{r: 1, g: 1, b: 1, a: 1}"": 2}","Assets/BizzaWZ/Final/Real/UI/DailyMissionPanel/DailyMissionPanel.prefab
Assets/BizzaWZ/Final/Real/UI/WithdrawDanPanel/WithdrawDanItem.prefab"
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/DailyMissionPanel/InDailyMissionIcon.png,2b5fd4d3c59c9f446bfe8fcdff5d38c6,151,150,"{x: 0, y: 0, z: 0, w: 0}",2,"{""{r: 1, g: 1, b: 1, a: 1}"": 2}","Assets/BizzaWZ/Final/Real/UI/DailyMissionPanel/DailyMissionPanel.prefab
Assets/BizzaWZ/Final/Real/UI/GamePanel/Resources/Resources/GameUiWidget.prefab"
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/DailyTask/Task_Elementbg.png,2c42895df86c58744bca3d536e0289a3,802,190,"{x: 0, y: 0, z: 0, w: 0}",2,"{""{r: 1, g: 1, b: 1, a: 1}"": 2, ""{r: 0, g: 0, b: 0, a: 0.43137255}"": 1}","Assets/BizzaWZ/Final/MenuSystem/Common/Task/UIDailyTaskElement.prefab
Assets/BizzaWZ/Final/Real/UI/RealWithdrawalPanl/DailyBonusItem.prefab"
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/DailyTask/Task_ProgressBg.png,f503f13c45fd44a48893bd59d7b19a02,481,65,"{x: 239, y: 33, z: 238, w: 32}",2,"{""{r: 1, g: 1, b: 1, a: 1}"": 2}","Assets/BizzaWZ/Final/MenuSystem/Common/Task/UIDailyTaskElement.prefab
Assets/BizzaWZ/Final/Real/UI/UIWithdrawalPendingPanel/UIWithdrawalPendingPanel.prefab"
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/DailyTask/Task_ProgressFill.png,b4605b0b0e6a4164b808458061b7cb67,481,65,"{x: 0, y: 0, z: 0, w: 0}",2,"{""{r: 0.38, g: 1, b: 0.06, a: 1}"": 1, ""{r: 1, g: 1, b: 1, a: 1}"": 1}","Assets/BizzaWZ/Final/MenuSystem/Common/Task/UIDailyTaskElement.prefab
Assets/BizzaWZ/Final/Real/UI/UIWithdrawalPendingPanel/UIWithdrawalPendingPanel.prefab"
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/DanPanel/Icon_DanLevel1.png,0628dcfa729fb954e90a47a1d841653a,200,200,"{x: 0, y: 0, z: 0, w: 0}",2,"{""{r: 1, g: 1, b: 1, a: 1}"": 1}","Assets/BizzaWZ/Final/Real/UI/GamePanel/Resources/Resources/GameUiWidget.prefab
Assets/BizzaWZ/Final/Real/UI/WithdrawDanPanel/WithdrawDanPanel.prefab"
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/DanPanel/Icon_DanLevel2.png,d123118e5219da94396edc667b49f4ef,200,200,"{x: 0, y: 0, z: 0, w: 0}",2,{},"Assets/BizzaWZ/Final/Real/UI/GamePanel/Resources/Resources/GameUiWidget.prefab
Assets/BizzaWZ/Final/Real/UI/WithdrawDanPanel/WithdrawDanPanel.prefab"
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/DanPanel/Icon_DanLevel3.png,2b313eb887d28ba4e80acf8ccbf4f2fd,200,200,"{x: 0, y: 0, z: 0, w: 0}",2,{},"Assets/BizzaWZ/Final/Real/UI/GamePanel/Resources/Resources/GameUiWidget.prefab
Assets/BizzaWZ/Final/Real/UI/WithdrawDanPanel/WithdrawDanPanel.prefab"
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/DanPanel/Icon_DanLevel4.png,6673977c46b13e34db8877584e431ef8,200,200,"{x: 0, y: 0, z: 0, w: 0}",2,{},"Assets/BizzaWZ/Final/Real/UI/GamePanel/Resources/Resources/GameUiWidget.prefab
Assets/BizzaWZ/Final/Real/UI/WithdrawDanPanel/WithdrawDanPanel.prefab"
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/DanPanel/Icon_DanLevel5.png,bc90b43da8fa8eb43b45da99d53439a7,200,200,"{x: 0, y: 0, z: 0, w: 0}",2,{},"Assets/BizzaWZ/Final/Real/UI/GamePanel/Resources/Resources/GameUiWidget.prefab
Assets/BizzaWZ/Final/Real/UI/WithdrawDanPanel/WithdrawDanPanel.prefab"
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/DanPanel/Icon_DanLevel6.png,62037504b66466248b6461338c3d9433,200,200,"{x: 0, y: 0, z: 0, w: 0}",2,{},"Assets/BizzaWZ/Final/Real/UI/GamePanel/Resources/Resources/GameUiWidget.prefab
Assets/BizzaWZ/Final/Real/UI/WithdrawDanPanel/WithdrawDanPanel.prefab"
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/DanPanel/Icon_DanLevel7.png,30eaeb489655b2e4180efde578dbefe2,200,200,"{x: 0, y: 0, z: 0, w: 0}",2,{},"Assets/BizzaWZ/Final/Real/UI/GamePanel/Resources/Resources/GameUiWidget.prefab
Assets/BizzaWZ/Final/Real/UI/WithdrawDanPanel/WithdrawDanPanel.prefab"
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/ExchangeRatePanel/Icon_ExchangeRateUp.png,3d3aa0cd5c7116d469abbb966db52a34,91,118,"{x: 0, y: 0, z: 0, w: 0}",2,"{""{r: 1, g: 1, b: 1, a: 1}"": 2}","Assets/BizzaWZ/Final/Real/UI/ExchangeRatePanel/ExchangeRatePanel.prefab
Assets/BizzaWZ/Final/Real/UI/RealWithdrawalPanl/BonusRate.prefab"
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/FakeWithdrawPanel/Bg_FakeProgress.png,6621a7d21c37ccb47b0dc5c39f61864c,906,77,"{x: 0, y: 0, z: 0, w: 0}",2,"{""{r: 1, g: 1, b: 1, a: 1}"": 2}","Assets/BizzaWZ/Final/Real/UI/FakeWithdrawPanel/FakeWithdrawPanel.prefab
Assets/BizzaWZ/Final/Real/UI/WithdrawDanPanel/WithdrawDanPanel.prefab"
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/FakeWithdrawPanel/Bg_FakeProgressFill.png,e04693e97e9fe36408acb1404504b889,906,77,"{x: 0, y: 0, z: 0, w: 0}",2,"{""{r: 1, g: 1, b: 1, a: 1}"": 2}","Assets/BizzaWZ/Final/Real/UI/FakeWithdrawPanel/FakeWithdrawPanel.prefab
Assets/BizzaWZ/Final/Real/UI/WithdrawDanPanel/WithdrawDanPanel.prefab"
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/GetRewardPanel/Bg_RewardMax.png,b192281fb25bf0f40b91e6cb4967a942,321,101,"{x: 0, y: 0, z: 0, w: 0}",2,"{""{r: 1, g: 1, b: 1, a: 1}"": 3}","Assets/BizzaWZ/Final/Real/UI/GetRewardPanel/GetRewardPanel.prefab
Assets/BizzaWZ/Final/Real/UI/NewbieGiftPage/NewbieGiftPage.prefab"
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/ServicePanel/front_ba.png,34b657afeea3a404a9328d5f74b61685,955,315,"{x: 0, y: 0, z: 0, w: 0}",2,"{""{r: 1, g: 1, b: 1, a: 1}"": 2, ""{r: 1, g: 1, b: 1, a: 0}"": 8}","Assets/BizzaWZ/Final/Real/UI/ServicePanel/ServicePanel.prefab
Assets/BizzaWZ/Final/Real/UI/ServiceSelectPanel/ServiceSelectPanel.prefab"
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/SlotPanel/SlotEnter/SlotEnter_ProgressFill.png,487488ba46dda21439c86347675264c8,404,30,"{x: 15, y: 0, z: 15, w: 0}",2,"{""{r: 1, g: 1, b: 1, a: 1}"": 2}","Assets/BizzaWZ/Final/Real/UI/GetRewardPanel/GetRewardPanel.prefab
Assets/BizzaWZ/Final/Real/UI/SlotsPanel/SlotEnter/SlotEnter.prefab"
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/SlotPanel/SlotIcon/Icon_SlotElement2.png,f04f33a5e9b78c245962dfb7e125da8e,97,122,"{x: 0, y: 0, z: 0, w: 0}",2,"{""{r: 1, g: 1, b: 1, a: 1}"": 4}","Assets/BizzaWZ/Final/Real/UI/SlotsPanel/BingoAsset/Assets/UiPrefab/SlotMachineGroup.prefab
Assets/BizzaWZ/Final/Real/UI/SlotsPanel/SlotFQAPanel/SlotFQAPanel.prefab"
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/SlotPanel/SlotIcon/Icon_SlotElement4.png,522bbe5d8c00a9b4483b267b22d3d4ba,99,118,"{x: 0, y: 0, z: 0, w: 0}",2,"{""{r: 1, g: 1, b: 1, a: 1}"": 3}","Assets/BizzaWZ/Final/Real/UI/SlotsPanel/BingoAsset/Assets/UiPrefab/SlotMachineGroup.prefab
Assets/BizzaWZ/Final/Real/UI/SlotsPanel/SlotFQAPanel/SlotFQAPanel.prefab"
Assets/BizzaWZ/Final/BizzaGame/Z_ReplaceAssets/UI_Frame/SlotPanel/SlotIcon/Icon_SlotElement5.png,3429d6fc3b94c294990b042c39ad201b,106,87,"{x: 0, y: 0, z: 0, w: 0}",2,"{""{r: 1, g: 1, b: 1, a: 1}"": 3}","Assets/BizzaWZ/Final/Real/UI/SlotsPanel/BingoAsset/Assets/UiPrefab/SlotMachineGroup.prefab
Assets/BizzaWZ/Final/Real/UI/SlotsPanel/SlotFQAPanel/SlotFQAPanel.prefab"
